Number of hit	Text ID	Concordance line
7396	2	yasası ile eşit işe eşit ücret ilkesinden hareketle , ücretler insan onuruna yaraşır bir hayat sürecek düzeye getirilmelidir . 3. Her
7397	2	emeğe dayalı ekonomi politikalarından vazgeçilmelidir . Tüm çalışanlara ve emeklilere insan onuruna yaraşır bir gelir sağlanmalıdır . 11. Türkiye de sağlık
7398	2	türlü üretim bilgisine sahip , araştırıcı özellikleri gelişmiş , nitelikli insan gücünü yaratmayı hedefleyen , yapısal bir reform gerçekleştirilmelidir . YÖK
7399	2	bilimsel ve yönetsel özerklik sağlanmalıdır . 4. Türkiye stratejik öngörüyle insan kaynakları planlamasını da göz önüne alarak ulusal politikalarını belirlemelidir .
7400	2	bağımsızlığı ve ulusal egemenliği , demokratik hak ve özgürlükleri ve insan haklarını koruyan ve güvence altına alan çağdaş , eşitlikçi ve
7401	2	sancak aldı o vakit camide iki kişi vardı , bir insan da ezan okumak üzere idi . Mehdi , Camide bulunanlara
7402	2	yol açarsak ileride bu ülkeye hizmet etmek için risk alacak insan bulmakta zorluk çekeriz . Maalesef Türkiye’de bugün siyasetçiler açısından ülkeye
7403	2	. Türkiye 10 yıl önce de demokrasi , özgürlükler , insan hakları gibi alanlardaki sorunlarıyla uğraşıyordu ; bugün de uğraşıyor .
7404	2	ilkeler , ulusal egemenlik ve ulusal bütünlük kavramları ile birlikte insan haklarına dayalı , Atatürk milliyetçiliği anlamında milli , demokratik ,
7405	2	yapmak mümkün değildir . Anayasa'ya göre uluslararası andlaşmalar , - insan haklarıyla da ilgili olsalar - yasa hükmündedir . Bu nedenle
7406	2	içtihatlarına uygun karar üretmesinin sonuçları ne olur ? Yıllarca Avrupa insan Hakları Mahkemesinde savunmalarımızı hazırlamaya çalışan , Marmara Üriversitesi Hukuk Fakültesi
7407	2	12 milyon sayısına ulaşıyor . İnsan bazında 8 milyon civarında insan buradan gelecek para alacak yani nemasını alacak . Şimdi bir
7408	2	. Şimdi bir anda bu nemaları almak için 8 milyon insan bankanın kapısına dayanırsa burada kuyruk olur değil mi ? Olmaması
7409	2	. Türk halkı hiçbir Avrupa ülkesinden daha az demokrasiye , insan haklarına , hukuk üstünlüğüne ve sivil inisiyatifin gelişmesine layık değildir
7410	2	ve sivil inisiyatifin gelişmesine layık değildir . Demokrasinin de , insan haklarının da , hukuka uygunluğun da eksiksiz uygulandığı bir ülke
7411	2	diye bir kavrama niye ihtiyaç vardır ? Bütün bunların cevabı insan için olduğunu söylemek zorundayız . Vatandaşlarımızın mutluluğu , huzuru ,
7412	2	tarihi boyunca izlenen politikalar ve uygulamalar demokrasi , özgürlük , insan hakları problemleri objektif bir uygulamaya tabii tutulmamaktadır . Sosyolojik ve
7413	2	1984 öncesine bakalım . 12 Eylül askeri darbesi yapılmış , insan hakları ihlalleri diz boyu , Kürtçeye yasak getirilmiş , cezaevlerinde
7414	2	yönelmesi şartlarını yaratmıştır . Irkçı , asimilasyoncu , şoven baskıların insan onuruna yöneldiği uygulamalar , beş devlet tarafından Türkiye aleyhine devlet
7415	2	a ) BM Anlaşması ve İHEB , b ) Temel insan haklarının başında gelen yaşam hakkı c ) 1993 Viyana Bildirgesi
7416	2	olduğu açıkça söylenebilir . Yerel mahkemenin ölüm cezasına hükmetmesi , insan hakları hukuku için , demokrasinin gelişimi için insanları ve halkların
7417	2	yolunda büyük çabalar harcanan Avrupa anakarasında , giderek çoğalıp zenginleşen insan hakları uygulamalarından Türkiye’de yaşayan bütün yurttaşlar da , ayrımsız ve
7418	2	Berlin Duvarı ne de demir perde var . Demokrasi , insan haklarına saygı ve hukukun üstünlüğüne dayanan temel insani değerler zemininde
7419	2	eylemleri Devletin bağımsızlığına , ülkesi ve milletiyle bölünmez bütünlüğüne , insan haklarına , eşitlik ve hukuk devleti ilkelerine , millet egemenliğine
7420	2	, toplumun huzuru , milli dayanışma ve adalet anlayışı içinde insan haklarına saygılı , Atatürk Milliyetçiliğine bağlı başlangıçta belirtilen temel ilkelere
7421	2	ırz ve namus düşmanlığı yapan , müslüman kadınının bacakları arasına insan yerine köpek yerleştirecek kadar köpek yerleştirecek kadar köpekleşen ve enikleşen
7422	2	Oturduğunuz koltuklarda , doldurduğunuz makamlarda sizden önce de çok sayıda insan oturdu . O makamlar sadece oturma makamları olursa gökkubbe altında
7423	2	üzeri risklidir . Önemli olan mühendisliği kanıtlama yarışı değil , insan yaşamıdır . Peki , hiç değilse deprem dersinden sonra ,
7424	2	Derneği Başkanı Fikri Dede , depremin ardından çözmeleri gereken sorunların insan kurtarmak , karın doyurmak , çadır ve prefabrike konut olduğunu
7425	2	düzeni bağlamında değil , olası deprem sonrasındaki enkaz kaldırma , insan kurtarma ve ölüleri çabuk gömme hazırlığı ile sınırlı bir program
7426	2	, öldüren ne deprem , ne de bina ; öldüren insan diye konuştu . Çorbacıoğlu , Türkiye'nin son 95 yılda meydana
7427	2	lira arasında gelir elde ettiği belirtiliyor . Deprem bölgesinde milyonlarca insan çaresizlik içinde yaşamını sürdürmeye çalışırken işsizlik , yoksulluk ve maddi
7428	2	kamu kuruluşlarında görev yapmanın inanç özgürlüğünün bir parçası olduğu veya insan haklarından sayıldığına» dair herhangi bir hüküm bulunmamasına rağmen , Fazilet
7429	2	ve üniversitelerde başörtüsü ile çalışma ye öğrenim görmenin vazgeçilmez bir insan hakkı olduğunu , yasaklar getiren mevzuat ve bunları uygulayan kamu
7430	2	ve ancak bir ajan provakötöre yakışacak biçimde , Amerika’da zencilerin insan hakları için yaptığı mücadeleye benzettiği Basın toplantısına , Fazilet Partisi
7431	2	getirmek . Türban gibi anlamsız bir olayın , ikide bir insan hakları maskesi altında Türkiye Büyük Millet Meclisi’ni , Anayasa Mahkemesi’ni
7432	2	taifesinin ve yandaşlarının amacı , ne din özgürlüğü ne de insan haklarıdır . Bunların amacı laik devleti tutan bütün payandaları yıkmak
7433	2	tıp fakültesinden , başörtülüdür diye atılmış , kaydı silinmiş bir insan . Ama babası üniversiteden arkadaşımızdır , profesördür . Babası bir
7434	2	programının Devletin bağımsızlığına , ülkesi ve milletiyle bölünmez bütünlüğüne , insan haklarına , eşitlik ve hukuk devleti ilkelerine , millet egemenliğine
7435	2	en az yasal kısıtlamalara başvurmuş , en demokratik davranabilrrıiş ve insan haklarını ihlal etme bakımından sicili en temiz ülkedir , Ülkemizde
7436	2	etme bakımından sicili en temiz ülkedir , Ülkemizde en vahim insan hakkı ihlallerine , devlet görevlileri değil ; Birleşmiş Milletler kararlarına
7437	2	Türkiye Cumhuriyeti , yasaları çağdışı olduğu için değil : sözde insan hakları savunucuları sayesinde alınması gereken yasal ve idari tedbirleri alamadığı
7438	2	getirilmiş , masumu korumanın , sanığı korumak kadar önemli bir insan hakkı olduğunu düşünen yok , Yasalarımıza en saygılı olması gereken
7439	2	Böyle bir ülkede hukukun üstünlüğünden söz edilebilir mi ? Gerçek insan haklarının hayata getirilmesi için atılan her adımın «insan hakkı» ihlali
7440	2	kelimesi , «hak» kelimesinin çoğulu olarak kullanılmıştır . Herhangi bir insan hakkı ihlaline yol açmıyan kanuna aykırılıklar , delilin hükme esas
7441	2	. Bu ücret atıkların türü , miktarı , çevre ve insan sağlığına olan etkileri , bertaraf tesisinin işletme ve amortisman giderleri
7442	2	etme hürriyetini içerir . Bu yüzden , gerçek demokrasi , insan hakları ve özgürlüklerden yana olan Avrupa ülkeleri , ayrıca bir
7443	2	vicdan , din veya inanç özgürlüklerini de kapsamak üzere , insan haklarına ve temel özgürlüklere saygı gösterirler . Katılan devletler ,
7444	2	haklarına ve temel özgürlüklere saygı gösterirler . Katılan devletler , insan kişiliğinin özündeki onurdan doğan ve kişinin özgür ve tam gelişmesi
7445	2	elden gelen gayret gösterilmiştir . Çağdaşlığın ölçüsü olan demokrasi , insan hakları , özgürlük bakımından da en ileri ülkelerdeki uygulamaların ortaya
7446	2	3 ) . Anayasa Mahkemesi , Anayasa ilkelerini yorumlarken , insan hak ve özgürlüklerinin eriştiği çağdaş anlayış ve insan haklarına saygıyı
7447	2	yorumlarken , insan hak ve özgürlüklerinin eriştiği çağdaş anlayış ve insan haklarına saygıyı sürekli göz önünde tutmak , Anayasa'nın öngördüğü devlet
7448	2	özellikle anayasa yargıçlarının bu konuda sorumlulukları büyüktür . Mahkememiz , insan haklarına dayanan , yollamalar yapan kararlar vermektedir . Yargıçların da
7449	2	Başlangıç kısmında Türkiye'nin demokratik bir ülke olduğunu , demokrasi ve insan hakları bakımından bütün dünyadaki çağdaş demokratik ülkelere paralel olarak gelişmekte
7450	2	eylemleri Devletin bağımsızlığına , ülkesi ve milletiyle bölünmez bütünlüğüne , insan haklarına , eşitlik ve hukuk devleti ilkelerine , millet egemenliğine
7451	2	, toplumun huzuru , milli dayanışma ve adalet anlayışı içinde insan haklarına saygılı , Atatürk Milliyetçiliğine bağlı başlangıçta belirtilen temel ilkelere
7452	2	ırz ve namus düşmanlığı yapan , müslüman kadınının bacakları arasına insan yerine köpek yerleştirecek kadar köpek yerleştirecek kadar köpekleşen ve enikleşen
7453	2	eylemleri , Devletin bağımsızlığına ülkesi ve milletiyle bölünmez bütünlüğüne , insan haklarına , eşitlik ve hukuk devleti ilkelerine , millet egemenliğine
7454	2	, devletin bağımsızlığına , ülkesi ve milletiyle bölünmez bütünlüğüne ve insan haklarına , eşitlik ve hukuk devleti ilkelerine , millet emgemenliğine
7455	2	Yunanistan ilişkileri ve AB ile iyileşen ilişkiler ; Kıbrıs , insan hakları ve ekonomik reformlar bunların arasında dedi . Daha sonra
7456	2	biraz ilerleme olduğunu belirterek , Yunanistan ile ilişkilerde ilerleme ve insan haklarında ilerleme Türkiye'nin AB sürecinin de iyileşmesine yardım edecek diye
7457	2	Yunanistan arasındaki gelişen ilişkiler ve Avrupa Birliği ; Kıbrıs , insan hakları , ekonomik reformlar ve daha pek çok mesele olduğunu
7458	2	olduğunu belirten Clinton , Yunanistan ile ilişkilerin gelişmesi yönünde ve insan hakları konusunda atılan adımların , buna yardımcı olduğunu düşündüğünü söyledi
7459	2	uzun yılların da büyük acı ve üzüntülerle geçeceğini , ülkenin insan , ekonomik ve doğal kaynaklarının büyük oranda yok olacağını ileri
7460	2	gösterilmemekte , kısa sürede kaynaşma sağlanmaktadır . Ülkede yaşayan her insan anayasal vatandaşlık temelinde 1. sınıf vatandaş olarak kabul edilmektedir .
7461	2	defasında sorgulanması ve iç denetimden geçirilmesinin güçlükleri , yolsuzlukla mücadelede insan unsurunun önemini ortaya çıkarmaktadır . Öte yandan , kamu kurum
7462	2	savaşların sona ermesine yardımcı olmuştur ve bu sayede , yüzyılın insan hakları ve insan itibarına olan güçlü bağlarını sergileyerek son bulmasını
7463	2	yardımcı olmuştur ve bu sayede , yüzyılın insan hakları ve insan itibarına olan güçlü bağlarını sergileyerek son bulmasını sağlamıştır . Bugün
7464	2	ayrıcalık görmediği bir gelecek ; farklılıklarımızı ve insanlığımızı koruyan , insan haklarına saygının arttığı bir gelecek ve özellikle , çoğunluğu Müslüman
7465	2	inanç farklılığından - güç alabileceğidir . Bunda , demokrasi ve insan haklarının önemi büyüktür . Genelde , Batı dediğimiz , nitelendirdiğimiz
7466	2	İDAM CEZASININ GÜNDEME GETİRİLMEDİĞİNİ BİLDİRDİ Başbakan Ecevit , demokratikleşme ve insan hakları konusunda Türkiye`nin söz vermek gibi bir mükellefiyeti bulunmadığını söyledi
7467	2	Ecevit , bir gazetecinin ABD Başkanı Clinton ile görüşmesinde , insan hakları ve demokratikleşme konularının hangi başlık altında gündeme geldiğini sorması
7468	2	yol açmıştır . Farklı görüş ve düşüncelerin varlığı , temel insan hak ve özgürlüklerinin vücut bulması , çatışmalı ortamın kaotik karmaşasında
7469	2	çatışma ortamının , doğrudan veya dolaylı olarak , bir çok insan için ne kadar büyük acılara yol açtığı , şüphesiz bilinmektedir
7470	2	verildiği bir çağda yaşıyoruz . Ancak günümüzde , en vahim insan hakkı ihlalleri , artık devletler ve devlet görevlileri tarafından değil
7471	2	kolaydır . Ancak , ben , birincil ve en önemli insan hakkı olan yaşamı sürdürme hakkını ve yurttaşların güvenliğini korumayı amaçlayan
7472	2	alan devlet , yine de başıboş ve keyfi davranmayacak , insan haklarına saygılı olacaktır . İnsana değer verilmesi , insan onurunun
7473	2	, insan haklarına saygılı olacaktır . İnsana değer verilmesi , insan onurunun yine kollanması gerekecektir . Ama insan hakları , artık
7474	2	değer verilmesi , insan onurunun yine kollanması gerekecektir . Ama insan hakları , artık devletin varoluş nedeni olmaktan çıkmıştır - Prof
7475	2	, hukuk devleti üç sütun üzerinde kurulur . Bunlardan birincisi insan haklarının gerçekleştirilmesi , ikincisi adaletin sağlanması ve nihayet üçüncüsü de
7476	2	güvenliğin , barışın , düzenin temin edilmesidir . O halde insan hakları ve adaletin yanında ülkesinde düzeni , hukukî güvenliği ve
7477	2	ile karşı karşıya kalan Kanada Başbakanı , kamu düzeninin korunmasını insan haklarının önüne almakta tereddüt etmemiştir - 5 Aralık 1977 tarihli
7478	2	, 28 Eylül'deki Beyaz Saray görüşmesinde , iktisadi reform , insan hakları , Türkiye'deki genel durum , deprem sonrası yeniden imar
7479	2	Ruhban Okulu'nun açılmasını talep etti . ABD Dışişleri Bakanı , insan hakları alanında Türkiye'de uğraşılması gereken çok ciddi sorunlar olduğunu dikkat
7480	2	iyi . Başkanın gündeme getireceği konular , iktisadi reform , insan hakları ve Türkiye'nin içinde bulunduğu genel durumdur . Elbetteki yine
7481	2	yok . Gazeteciler serbest kalsın YÇ : Az önce , insan hakları konusunu salı günü Beyaz Saray'da görüşülecek gündemin bir unsuru
7482	2	güçlerinin geri çekilme olasılığı gibi son gelişmeler ışığında , Türkiye'nin insan hakları alanındaki uygulamalarını bekleyen yeni sınavlar ve fırsatlar sizce nelerdir
7483	2	, örneğin Heybeliada Manastırı'nın açılması gibi bazı konuları , genelde insan haklarının nasıl uygulandığı meselesinin , bütün Amerikalılar , yönetim ve
7484	2	kaydetmeye istekli olmasından memnuniyet duyuyoruz . TE : En önemli insan haklarından biri , dinsel özgürlük . Oysa Ekümenik Patrikhane'nin bir
7485	2	konu , her zaman gündemimizdedir . Biz dinsel özgürlüğün bir insan hakkı evrensel bir hak olduğuna inanıyoruz ve bu okulun açılmasına
7486	2	Türkiye bir yıl önce deprem ile uyandı . 10 binlerce insan yaşamını yitirdi . Yardımlar milyar dolarlara ulaştı . Ancak 17
7487	2	592 civarında konut yapacak . Gölcük'te konut isteyen hak sahibi insan sayısı 7 bin 600 ( tüm hak sahibi sayısı 9
7488	2	Ecevit , üç aylık hükümetleri döneminde , yaz tatili sırasında insan hakları , ekonomik ve sosyal konularda 60 küsur yasa ve
7489	2	, görüşmeler sırasında son olarak Türkiye`de demokrasinin daha güçlenmesi ve insan haklarındaki ilerlemeler üzerinde durduklarını belirterek , şöyle konuştu : ``Türkiye`nin
7490	2	durduklarını belirterek , şöyle konuştu : ``Türkiye`nin demokrasisini geliştirmesini ve insan hakları konusunu güçlendirmesini görüştük . Son yıllarda bu konuda önemli
7491	2	korunması , 3 - Maddi gerçeğin araştırılması . Bugünkü gaye insan haklarına saygılı bir şekilde maddi gerçeğin araştırılmasıdır . ( Prof.
7492	2	demokratik olmadığını iddia ederek ülkemizi kötülemeyi alışkanlık haline getiren sözde insan hakları savunucularına karşı " bizim CMUK . muz , mesela
7493	2	KANUNLA YASAKLANMAYAN HER TÜRLÜ DAVRANIŞ ONUN İÇİN SERBESTTİR. Ancak , insan haklarına yapılan ağır müdahaleler bunun istisnasını teşkil eder . Özel
7494	2	deliller yargılamada değerendirilemeyecektir . Ancak , delil yasaklarının amacı , insan haklarını korumak olarak kabul edilirse , hukuka aykırı şekilde elde
7495	2	taşımaktadır . Kıta Avrupası hukuk sistemine göre delil yasaklarının görevi insan hakları ile temel hak ve hürriyetleri korumaktır . Bu bakımdan
7496	2	ile de bağdaşmamaktadır . Çünkü hukuk devleti , kısaca , insan haklarını gerçekleştiren , güvenliği sağlayan , adil devlet olarak tanımlanmaktadır
7497	2	ilkesinin gerçekleşmesi ve hukuki barış , ancak delil yasaklarına , insan hak ve hürriyetlerini koruma görevinin verilmesi halinde mümkün olabilecektir .
7498	2	kazanılmış deliller bir istisnadır . Yani , üçüncü kişilerin aşırı insan hakkı ihlali ile hukuka aykırı bir şekillde elde ettikleri deliller
7499	2	başsağlığı diliyorum . Başbakan Ecevit , Kışlalı'nın çok değerli bir insan , bilim adamı ve yazar olduğunu belirterek birlikte hükümette bulundukları
7500	2	defa demokrasi altında yaşayan insanların sayısı , diktatörlüklerin altında yaşayan insan sayısını geçmiştir . Demokrasiler topluluğunun güçlü bir üyesi olan Türkiye
7501	2	alarak , evrensel medeniyetin beşiği olan bir coğrafyada demokrasinin , insan haklarına saygının , hukukun üstünlüğünün ve serbest piyasa ekonomisinin kalıcı
7502	2	simgeliyordu`` dedi . Cumhurbaşkanı Demirel , bugün artık demokrasi , insan haklarına saygı ve hukukun üstünlüğüne dayanan temel insani değerler zemininde
7503	2	organların , görevli kişilerin bir tür aldırmazlıkla olaya yaklaşımları ; insan haklarını ve demokrasiyi yozlaştıran tutumları ; hukuku siyasallaştırma çabaları ve
7504	2	edilebileceğini düşünmek çok gülünçtür . Ancak zekâ düzeyi ufak bir insan olmak lazım . Onlara insan demek bir insan olarak ağırıma
7505	2	Ancak zekâ düzeyi ufak bir insan olmak lazım . Onlara insan demek bir insan olarak ağırıma gidiyor dedi . Faili meçhul
7506	2	ufak bir insan olmak lazım . Onlara insan demek bir insan olarak ağırıma gidiyor dedi . Faili meçhul cinayetlerin uzun süredir
7507	2	edilebileceğini düşünmek çok gülünçtür . Ancak zekâ düzeyi ufak bir insan olmak lazım . Onlara insan demek bir insan olarak ağırıma
7508	2	Ancak zekâ düzeyi ufak bir insan olmak lazım . Onlara insan demek bir insan olarak ağırıma gidiyor dedi . Genelkurmay İkinci
7509	2	ufak bir insan olmak lazım . Onlara insan demek bir insan olarak ağırıma gidiyor dedi . Genelkurmay İkinci Başkanı Orgeneral Edip
7510	2	düşünmek gülünç bir şey . Ancak zekâ düzeyi ufak bir insan olmak lazım . Onu yapanları insan olarak nitelemek bir insan
7511	2	zekâ düzeyi ufak bir insan olmak lazım . Onu yapanları insan olarak nitelemek bir insan olarak ağırıma gidiyor . 1. Ordu
7512	2	insan olmak lazım . Onu yapanları insan olarak nitelemek bir insan olarak ağırıma gidiyor . 1. Ordu Komutanı Orgeneral Hilmi Özkök
7513	2	deftere şunları yazdı : Cumhuriyet Gazetesi'nin değerli yazarı , seçkin insan Ahmet Taner Kışlalı'ya yapılan menfur saldırıyı kınar , merhuma Tanrı'dan
7514	2	darbe vuracaklar . Bunun faturasını , Kışlalı sağa karşı bir insan olduğu için sağ görüşe sahip olanlar ödeyebilecektir şeklinde konuştu .
7515	2	Medeniyetin üstüne çıkarmak ve güçlü , müreffeh , özgür , insan haklarına saygılı , demokratik , laik , sosyal bir hukuk
7516	2	insanlarımız için üzüntü kaynağı olmaktadır . Gerek demokratikleşme , gerek insan hakları , gerek hukuk devleti ve gerekse gelişmişlik standartlarında ,
7517	2	rezervleri , orman zenginlikleri , tarım arazileri , su ürünleri insan gücü ve genç nüfusu sayesinde bugün ekonomide lider ülke durumunda
7518	2	karşı olan bir partidir . Refah Partisi ülkemizde demokrasinin , insan haklarının , özgürlüklerin , laikliğin ve hukuk devletinin , bölgemizde
7519	2	, muasır medeniyetin üstüne çıkarmak , demokratik , laik , insan haklarına saygılı , özgür bir hukuk devleti olarak güçlü ve
7520	2	yargılara ve hayali kabullere dayanmak , Ve ayrıca hukuku , insan haklarını , uluslararası anlaşmaları , Anayasayı ve yasaları yok saymak
7521	2	sosyolojisinin temel konusu olan ve bugünkü demokratik hukuk düzeninin ve insan hakları kavramının oluşmasında büyük rolü olan kutsal dinlerin hepisini ,
7522	2	Şimdi bu II. Bölümde ise Sayın Başsavcı'nın ; Hukuku , insan haklarını , uluslararası anlaşmaları , Anayasa'yı ve yasaları yok saymak
7523	2	elden gelen gayret gösterilmiştir . Çağdaşlığın ölçüsü olan demokrasi , insan hakları , özgürlük bakımından da en ileri ülkelerdeki uygulamaların ortaya
7524	2	. 3 ) Anayasa Mahkemesi , Anayasa ilkelerini yorumlarken , insan hak ve özgürlüklerinin eriştiği çağdaş anlayış ve insan haklarına saygıyı
7525	2	yorumlarken , insan hak ve özgürlüklerinin eriştiği çağdaş anlayış ve insan haklarına saygıyı sürekli göz önünde tutmak , Anayasa'nın öngördüğü devlet
7526	2	özellikle Anayasa yargıçlarının bu konuda sorumlulukları büyüktür . Mahkememiz , insan haklarına dayanan , yollamalar yapan kararlar vermektedir . Yargıçların da
7527	2	toplantısında , basın mensuplarının kendisine Helsinki İzleme Komitesi gibi uluslararası insan hakları teşkilatlarının tepkisi hatırlatıldığında herkesi hayrete düşüren şu sözleri sarf
7528	2	: Dünya küreselleşiyor . Artık bir ülkenin çağdaşlığı demokrasi , insan hakları ve özgürlük standartları ile ölçülüyor . bölümünde Bilhassa son
7529	2	. bölümünde Bilhassa son 50 yılda bütün dünyadaki demokrasi , insan hakları ve özgürlük sahasında yaşanan çağdaş gelişme . I. Bölüm
7530	2	- 1 , Türkiye bütün bu uluslararası , demokrasi , insan hakları ve özgürlük standartlarına uymayı taahhüt etmiş bir ülkedir .
7531	2	AIHS hükümleri , meri hukukta tatbiki zaruri hükümlerdir . Çağdaş insan haklarının , demokrasi ve özgürlüklerin ülkemize getirilmesi ile ilgili uluslararası
7532	2	demokrasiye sadakatini hiç kimse sorgulayamaz . Refah Partisi demokrasinin , insan haklarının ve özgürlüklerin bu ülkede sözleri ve eylemleri ile her
7533	2	taşınması ve işlenmesi dahil el ile taşıma işleri hariç , insan ve eşyanın kara , demiryolu ile nehirlerde nakli işleri ;
7534	2	Mahkememizin 20.5.1971 tarihli kararında : ( Dini , tanrı ile insan arasındaki manevi bir ilişki olmaktan ve Anayasa ile çizilmiş sınırlardan
7535	2	kanununa itaat etmeyen kimse , din nazarında suçludur . Dindar insan , aynı zamanda devletin vatandaşıdır . Din ve devlet birleşik
7536	2	( Mecelle’nin temeli ve ana çizgileri , dindir . Oysa insan hayatı her gün , hatta her an , esaslı değişmelere
7537	2	teslim olmak gereklidir . Sosyal , siyasal , ekonomik yaşamın insan iradesinin ürünü olan objektif yasalara ve kurumlara terkedilmesi ise Allah’a
7538	2	, Adıgeçen Eser , S.152 - . Tüm çağdaş demokrasilerin insan hakları konusunda kabul ettiği evrensel ilkeler içinde eşitlik ilkesi başta
7539	2	olurlar mı ? İnsan topluluklarının çağlar boyu geçirdiği gelişim , insan hak ve özgürlüklerindeki gelişimle paralellik göstermektedir . İlkçağların , insanı
7540	2	varedilişte meleklerin önünde secde ettiği insanı , mal konumundan , insan konumuna yükseltmesini beklemek , dine haksızlık yapmak olmasa gerek ...
7541	2	kesin hükümler içeren bir Kutsal Kitabın , geleceğin dünyasını oluştururken insan haklarına ilişkin temel ilkeleri topluma benimsetme konusunda tavizsiz bir yaklaşım
7542	2	, Kuran ve sünnete bağımlı kalmanın zorluklarını yaşayarak beşeri ihtiyaçlara insan aklının yorumlarıyla çözüm aramak zorunda kalmıştır . Ancak Kuran ve
7543	2	aramak zorunda kalmıştır . Ancak Kuran ve sünnetin bağlayıcılığı , insan aklının beşeri ihtiyaçlar doğrultusunda çözüm bulma imkanlarını ve özgürlüğünü engellemiş
7544	2	alıp hukukla sürdüren devlettedir . Egemenlik insana dayalıdır . özünde insan değeri bulunan egemenliğin hukuksal biçimleme ile devlet gücüne dönüşmesi ,
7545	2	. Fakat maalesef hakikat şudur ki , bütün bu milyonlarca insan kitleleri şunun veya bunun esareti ve zillet zincirleri altındadır .
7546	2	- 03.15 saatleri arasında yapılacak meşaleli , mumlu yürüyüşü ve insan zinciri oluşturulmasını iptal etti . ÖDP'li bir grup , yürüyüşün
7547	2	depremzede tören alanında , Sayın Cumhurbaşkanımız , hukukun üstünlüğü ve insan haklarına karşı gösterdiğiniz duyarlılığa tebrik ve takdirlerimizi arz ederiz yazılı
7548	2	ülkesinde , üstelik deprem kuşağında olduğu bilinen bir ülkede , insan hayatı ne bu kadar ucuz , ne de hükümetler bu
7549	2	modeli uygulayanların , kaçak yapılaşmaya göz yuman yerel yönetimlerin ve insan yaşamına önem vermeyen , insana kaynak ayırmayan anlayışın sorumlu olduğunu
7550	2	adı altında , yağma ve yolsuzlukların kapısını aralayan hükümetler ve insan yaşamına önem vermeyen anlayış sorumlu tutuldu . Açıklamada , eğitim
7551	2	3 saniyede yerle bir . Sevgili eşim ve 300 masum insan ayağa bile kalkmaya fırsat bulamadan yataklarında can veriyorlar . Yıl
7552	2	. . sorumsuz müteahhitler de nasıl inşaat yapıyorlar ... Üstelik insan canını hiçe sayıp kazanç uğruna yönetmeliğe aykırı binalar yaparak on
7553	2	tanımıyorum ama dürüst , ülkesini seven , çok ciddi bir insan olarak tanınıyor . Keşke birlikte çalışabilseydik dedi . Temizel'e birlikte
7554	2	çevresine Kemal Derviş'in gereğinden fazla büyütüldüğü ve ekonomiyi kurtaracak tek insan olarak gösterilmesinden şikayet ettiği öğrenildi . Kemal Derviş adının Avrupa'da
7555	2	hürriyetini içerir denilmektedir . Bu yüzden , gerçek demokrasi , insan hakları ve özgürlüklerden yana olan Avrupa ülkeleri , ayrıca bir
7556	2	etmek mecburiyetinde kalmışlardır . Avrupa İnsan Hakları Sözleşmesi , yalnız insan haklarının korunmasını sağlayanbir belge değil , aynı zamanda demokrasiyi de
7557	2	vicdan , din veya inanç özgürlüklerini de kapsamak üzere , insan haklarına ve temel özgürlüklere saygı gösterirler . Katılan devletler ,
7558	2	haklarına ve temel özgürlüklere saygı gösterirler . Katılan devletler , insan kişiliğinin özündeki onurdan doğan ve kişinin özgür ve tam gelişmesi
7559	2	elden gelen gayret gösterilmiştir . Çağdaşlığın ölçüsü olan demokrasi , insan hakları , özgürlük bakımından da en ileri ülkelerdeki uygulamaların ortaya
7560	2	edecek olursak , Anayasa Mahkemesi , Anayasa ilkelerini yorumlarken , insan hak ve özgürlüklerinin eriştiği çağdaş anlayış ve insan haklarına saygıyı
7561	2	yorumlarken , insan hak ve özgürlüklerinin eriştiği çağdaş anlayış ve insan haklarına saygıyı sürekli göz önünde tutmak , Anayasa'nın öngördüğü devlet
7562	2	özellikle anayasa yargıçlarının bu konuda sorumlulukları büyüktür . Mahkememiz , insan haklarına dayanan , yollamalar yapan kararlar vermektedir . Yargıçların da
7563	2	Başlangıç kısmında Türkiye'nin demokratik bir ülke olduğunu , demokrasi ve insan hakları bakımından bütün dünyadaki çağdaş demokratik ülkelere paralel olarak gelişmekte
7564	2	ve programları , Devletin ülkesi ve milletiyle bölünmez bütünlüğüne , insan haklarına , millet egemenliğine , demokratik ve laik Cumhuriyet ilkelerine
7565	2	, Devletin bağımsızlığına , ülkesi ve milletiyle bölünmez bütünlüğüne , insan haklarına , eşitlik ve hukuk devleti ilkelerine , millet egemenliğine
7566	2	verilecek . Saat 19 . 00'dan itibaren İzmit Körfez çevresinde insan zinciri oluşturulacak . Gebze'den Karamürsel'e kadar 80 kilometre sahilde yerleşim
7567	2	çekmiştir bu mesajlar`` dedi . Clinton`ın bütün dünyadaki demokrasi , insan hakları ve özgürlüklerin altını çizdiğini bildiren Kutan , şöyle konuştu
7568	2	. FP Sakarya Milletvekili Cevat Ayhan , 500 yıl önce insan haklarını içeren Padişah fermanının Bosna`da kiliseye asıldığını hatırlatarak , böyle
7569	2	asıldığını hatırlatarak , böyle bir neslin evlatlarının ABD Başkanı Clinton`da insan hakları dersi almasının üzücü olduğunu ifade etti . Ayhan ,
